name,address,lat,lng,rating,user_ratings,business_status,primary_type,website,phone,google_maps_uri,place_id,found_via
"Villa Elisha - The Events Place","M55W+5JC Pestaño Farm Trail, Antipolo, 1870 Rizal, Philippines","14.657942","121.19651370000001","4.3","18","OPERATIONAL","event_venue","http://www.facebook.com/villaelishaeventsplace","0998 557 1319","https://maps.google.com/?cid=11167932722103810280&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA","ChIJV0IFdgq_lzMR6Hh1-KN3_Jo","wedding venue @ Antipolo, Rizal | events place @ Antipolo, Rizal | wedding reception venue @ Antipolo, Rizal | garden events venue @ Antipolo, Rizal"
"Nelfe's Farm","Tanay, Rizal, Philippines","14.584011499999999","121.3604964","4.6","18","OPERATIONAL","campground",,"0928 739 3266","https://maps.google.com/?cid=15454928567170037986&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA","ChIJX14-mmSTlzMR4vg066XvetY","wedding venue @ Tanay, Rizal | events place @ Tanay, Rizal | wedding reception venue @ Tanay, Rizal"
"Anacleta's Garden","Anacleta's Garden, Sampaloc Barangay Hall, Dayapa Road, Tanay, 1980 Rizal, Philippines","14.5640801","121.375456","5","18","OPERATIONAL","bed_and_breakfast","https://airbnb.com/h/anacletasgarden","0917 653 4182","https://maps.google.com/?cid=16824667218292620005&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA","ChIJMwSlmd7tlzMR5bp9srE5fek","garden events venue @ Tanay, Rizal"
"White Grass Events Place","258 M. H. Del Pilar, Pulilan, Bulacan, Philippines","14.899539299999999","120.8417294","4.7","18","OPERATIONAL","event_venue",,"0922 874 3953","https://maps.google.com/?cid=1834947496863311238&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA","ChIJ02OE_WFVljMRhqUHxAYLdxk","wedding venue @ Malolos, Bulacan | events place @ Malolos, Bulacan | wedding reception venue @ Malolos, Bulacan | garden events venue @ Malolos, Bulacan"
"Cooliz Private Resort & Events Place","Culis St, San Jose, Paombong, 3001 Bulacan, Philippines","14.828728299999998","120.79177879999999","4.9","18","OPERATIONAL","event_venue","https://www.facebook.com/resort.cooliz","0962 785 6322","https://maps.google.com/?cid=5606158275916356373&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA","ChIJ7WhnVERRljMRFVuczj8TzU0","wedding venue @ Malolos, Bulacan | events place @ Malolos, Bulacan"
"Farmview Events Place and Private Pool Rentals","18 Campupot Street, Malolos, Bulakan, Philippines","14.853564899999997","120.842632","4.1","18","OPERATIONAL","resort_hotel",,"0917 584 4771","https://maps.google.com/?cid=14161608496807582511&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA","ChIJCdx3QSZTljMRL5tefOUjiMQ","events place @ Malolos, Bulacan"
"Woodlands Pavilion","RQXX+8P9, Malolos, Bulacan, Philippines","14.8482901","120.7993499","3.4","18","OPERATIONAL","event_venue",,,"https://maps.google.com/?cid=8021853808286840306&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA","ChIJk1fpw35RljMR8jUNe4lZU28","events place @ Malolos, Bulacan | wedding reception venue @ Malolos, Bulacan | garden events venue @ Malolos, Bulacan"
"Casa Estrella Private Resort and Events Place","Parang Rd, SJDM, 3023 Bulacan, Philippines","14.793579300000001","121.0849507","3.2","18","OPERATIONAL","resort_hotel",,"0976 441 9208","https://maps.google.com/?cid=1353800407390767909&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA","ChIJx9Xaw6ullzMRJUtOO0yqyRI","events place @ San Jose del Monte, Bulacan"
"Ina's Events Place","WP79+WGJ, Macabebe, Pampanga, Philippines","14.914843699999999","120.7187805","4.1","18","OPERATIONAL","event_venue",,,"https://maps.google.com/?cid=15732320102039850628&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA","ChIJTw05OedXljMRhI7ShsdtVNo","wedding venue @ San Fernando, Pampanga | wedding reception venue @ San Fernando, Pampanga"
"Tricia's Place","3JCW+W3X, MacArthur Hwy, San Fernando, 2000 Pampanga, Philippines","15.072363999999997","120.645225","4","18","OPERATIONAL","event_venue",,"0932 500 5000","https://maps.google.com/?cid=6329958671614210438&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA","ChIJZQzmT8r2ljMRhvF30N-H2Fc","events place @ San Fernando, Pampanga"
"Subic Waterfront Hotel Swimming Pool","V723+C5G, AYC Compound Rd, Subic, Zambales, Philippines","14.851068000000001","120.252957","3.7","18","OPERATIONAL","swimming_pool",,"(047) 232 0003","https://maps.google.com/?cid=6150552038505252630&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA","ChIJk7pul9JwljMRFgep830mW1U","events place @ Subic Bay Freeport Zone, Zambales"
"Owen and Nikka Photography","237, Baguio, 2600 Benguet, Philippines","16.4155432","120.59945390000001","5","18","OPERATIONAL","service","http://www.owenandnikka.com/","0917 592 2964","https://maps.google.com/?cid=14954311392530817747&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA","ChIJjYF_j12hkTMR02Jg7PpiiM8","wedding venue @ Baguio City, Benguet | wedding reception venue @ Baguio City, Benguet"
"Hardin San Juan","Inayagan, Naga, Cebu, Philippines","10.228914999999999","123.7762769","4.8","18","OPERATIONAL","event_venue","http://hardinsanjuan.com/","(032) 254 5337","https://maps.google.com/?cid=10796544148013332995&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA","ChIJQTEsQIx5qTMRAzooOLMH1ZU","wedding venue @ San Juan, La Union | wedding reception venue @ San Juan, La Union | garden events venue @ San Juan, La Union | garden events venue @ Cebu City, Cebu"
"Malana at Kahuna","National Highway, Urbiztondo, San Juan, 2514 La Union, Philippines","16.6583374","120.32158030000001","3.4","18","OPERATIONAL","restaurant","https://kahunaresort.com/malana-restaurants/","(072) 607 1040","https://maps.google.com/?cid=15576495800568189131&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA","ChIJJ3xIn3CTkTMRyxA7HmfUKtg","wedding reception venue @ San Juan, La Union"
"Black Casa Private Resort and Venue","55 Vintar Rd, Laoag City, 2900 Ilocos Norte, Philippines","18.2066373","120.62654939999999","4.2","18","OPERATIONAL","swimming_pool",,"0966 357 0264","https://maps.google.com/?cid=3252530017604031188&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA","ChIJzVbD7UvJjjMR1FKVgNFOIy0","wedding venue @ Laoag, Ilocos Norte | events place @ Laoag, Ilocos Norte"
"AQ Dome","5P7X+5RP, Legazpi City, Albay, Philippines","13.162964899999999","123.7495897","4.1","18","OPERATIONAL","stadium",,,"https://maps.google.com/?cid=7129947024630575280&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA","ChIJIf-2GnUBoTMRsHB19gqp8mI","events place @ Legazpi City, Albay"
"Pacific Villa 1 Clubhouse","Pacific Villa 1, Palm Ave, Lapu-Lapu, 6015 Cebu, Philippines","10.2976355","123.9874246","4.2","18","OPERATIONAL","event_venue",,"(032) 495 2435","https://maps.google.com/?cid=8950548189193383386&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA","ChIJw9pLPkWXqTMR2i3j8Se8Nnw","wedding venue @ Lapu-Lapu City, Cebu | events place @ Lapu-Lapu City, Cebu | wedding reception venue @ Lapu-Lapu City, Cebu"
"Barangay 36 Hall - Bacolod City","MW7Q+PWQ, Quezon Ave, Bacolod, 6100 Negros Occidental, Philippines","10.664348200000001","122.9398531","4.3","18","OPERATIONAL","community_center",,,"https://maps.google.com/?cid=6835282065065235534&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA","ChIJ9aOiRkrQrjMRTtTPw9LM214","events place @ Bacolod City, Negros Occidental"
"Merlan's Place","87XV+GCC, Sibulan, Negros Oriental, Philippines","9.3488138","123.29351220000001","4.5","18","OPERATIONAL","event_venue",,"0953 301 4049","https://maps.google.com/?cid=18166201373818442903&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA","ChIJF75I9W9vqzMRl1SpnOZPG_w","events place @ Dumaguete, Negros Oriental | wedding reception venue @ Dumaguete, Negros Oriental"
"Bernie's Guest House","Makabalo Street, Puerto Princesa City, 5300 Palawan, Philippines","9.764533","118.76015269999999","4.2","18","OPERATIONAL","lodging",,"0906 596 7842","https://maps.google.com/?cid=12296060240740555082&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA","ChIJCVZFC-tjtTMRShklQqRhpKo","events place @ Puerto Princesa, Palawan"
"EZKINITA THE SECRET POOL AND VILLA (EZKINITA ROOM RENTALS)","PPRW+745, San Miguel, Puerto Princesa City, Palawan, Philippines","9.7406489","118.745347","4.1","18","OPERATIONAL","service","https://www.facebook.com/ezkinitaprivatepool?mibextid=ZbWKwL","0981 215 5712","https://maps.google.com/?cid=18365427248988319350&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA","ChIJ8aq9fSRjtTMRdm46XMca3_4","events place @ Puerto Princesa, Palawan"
"Rock Island Eres Bella","644J+F84, Coron, Palawan, Philippines","12.2061432","120.13083569999999","5","18","OPERATIONAL","hotel","https://rockisland-eresbella.com/","0920 958 7590","https://maps.google.com/?cid=8095024527499733412&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA","ChIJaUcMp5EhujMRpCmyIetNV3A","wedding venue @ Coron, Palawan"
"Three Yards","Casiana Villa Abrille St, Talomo, Davao City, Davao del Sur, Philippines","7.0524384","125.58928759999999","4.3","18","OPERATIONAL","event_venue","https://threeyards.net/","0998 859 9054","https://maps.google.com/?cid=16183545422001058555&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA","ChIJa51yPwBz-TIR-7LFNNGAl-A","wedding venue @ Davao City, Davao del Sur | events place @ Davao City, Davao del Sur | wedding reception venue @ Davao City, Davao del Sur | garden events venue @ Davao City, Davao del Sur"
"Sacred Heart Chapel","9RFJ+WMH, Manolo Fortich, Bukidnon, Philippines","8.3748053","124.8317293","4.8","18","OPERATIONAL","church",,,"https://maps.google.com/?cid=13518806207260969298&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA","ChIJg1ArjnaW_zIRUskiq55ynLs","wedding venue @ Cagayan de Oro, Misamis Oriental | wedding reception venue @ Cagayan de Oro, Misamis Oriental"
"Tuscany Events Venue","#3 Ligaya Street, Isidora Hills, Quezon City, 1127 Metro Manila, Philippines","14.684028600000001","121.07801239999999","4.6","17","OPERATIONAL","event_venue","https://tuscanyeventsvenue.wixsite.com/website","0917 561 9001","https://maps.google.com/?cid=344789139384168148&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA","ChIJkfun4ESxlzMR1O5nP-XvyAQ","wedding venue @ Quezon City, Metro Manila | events place @ Quezon City, Metro Manila | wedding reception venue @ Quezon City, Metro Manila | garden events venue @ Quezon City, Metro Manila"
"Bahay Lakan","5 New York Ave, Cubao, Quezon City, 1109 Metro Manila, Philippines","14.622434","121.043928","4.8","17","OPERATIONAL","event_venue","http://facebook.com/bahaylakan",,"https://maps.google.com/?cid=18155811898490142716&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA","ChIJQwfk5Le3lzMR_L9QYrpm9vs","wedding venue @ Quezon City, Metro Manila | wedding reception venue @ Quezon City, Metro Manila | wedding reception venue @ San Juan, Metro Manila"
"Patio lounge, Baypark","Baypark, Roxas Blvd East Svc Rd, Malate, Manila, 1004 Metro Manila, Philippines","14.569415200000002","120.98311290000001","4.7","17","OPERATIONAL","event_venue",,"(02) 8523 7685","https://maps.google.com/?cid=15086034208146653393&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA","ChIJY00liXTLlzMR0QD53S5cXNE","wedding venue @ Manila City, Metro Manila | events place @ Manila City, Metro Manila | events place @ Pasay, Metro Manila"
"White Barn Events Place","Gil Fernando Ave, Cor C. Buenviaje, Santo Niño, Marikina, 1801 Metro Manila, Philippines","14.642557300000002","121.10390079999998","4.4","17","OPERATIONAL","event_venue","https://www.whitebarneventsplace.com/","0956 256 6450","https://maps.google.com/?cid=13454829604447472746&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA","ChIJU9IDnMS5lzMRakyADj0oubo","wedding venue @ Marikina, Metro Manila | events place @ Marikina, Metro Manila | wedding reception venue @ Marikina, Metro Manila | garden events venue @ Marikina, Metro Manila"
"La Remedios Resort and Events Place","PWHH+QQ6, Fermin Alcanar St, Valenzuela, Metro Manila, Philippines","14.7294065","120.9293921","3.9","17","OPERATIONAL","resort_hotel","http://facebook.com/LRprivateresort/","0917 709 8263","https://maps.google.com/?cid=14379096789351919617&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA","ChIJO-GkIjGzlzMRAfBHoFjQjMc","events place @ Valenzuela, Metro Manila"
"Le Jardin Rosella","385 Zambal Street, Luksuhin Mangas Road, Barangay, Tagaytay City, 4120 Cavite, Philippines","14.095340199999999","120.9013291","4.6","17","OPERATIONAL","lodging",,"0917 883 8831","https://maps.google.com/?cid=4455110474440368366&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA","ChIJQ53yKWqdvTMR7uAjUF-70z0","wedding reception venue @ Tagaytay, Cavite | garden events venue @ Tagaytay, Cavite | garden events venue @ Alfonso, Cavite | garden events venue @ Laurel, Batangas"
"The Coffee Farmhouse","Barangay, Brgy, 23 Matagbak - Palumlum Rd, Alfonso, 4123 Cavite, Philippines","14.104825199999999","120.84605270000002","4.6","17","OPERATIONAL","point_of_interest","http://www.thecoffeefarmhouse.com/","0928 555 5856","https://maps.google.com/?cid=18050198087552351856&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA","ChIJz8IeUuecvTMRcD7-zYYvf_o","wedding venue @ Alfonso, Cavite"
"SEAMORA 777 Indang","Purok 6 Lumampong Balagbag, Indang, Cavite, Philippines","14.171382999999999","120.84624299999999","5","17","OPERATIONAL","event_venue",,,"https://maps.google.com/?cid=12190813888488378490&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA","ChIJI-gmYQCDvTMRepA_UqR4Lqk","wedding venue @ Indang, Cavite | events place @ Indang, Cavite | wedding reception venue @ Indang, Cavite | garden events venue @ Indang, Cavite"
"Solace Events Hotel and Villas","Sitio De Fuego, General Trias, 4107 Cavite, Philippines","14.296356","120.92809140000001","4.7","17","OPERATIONAL","hotel","https://www.solacehotelandvilla.com/","0956 538 9369","https://maps.google.com/?cid=13899602119844434142&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA","ChIJKeaZVQDVlzMR3hCYGHxO5cA","wedding venue @ General Trias, Cavite | events place @ General Trias, Cavite | garden events venue @ General Trias, Cavite"
"Villa Aguinaldo-Private Resort","Blk. 11 Lot 75, Australia St. City Land, Green Breeze Village, VI Brgy, General Trias, 4107 Cavite, Philippines","14.2738003","120.9197521","4.3","17","OPERATIONAL","swimming_pool",,"0951 872 3217","https://maps.google.com/?cid=2064634301464313237&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA","ChIJxxtxvkt_vTMRlf3dUfUNpxw","wedding venue @ General Trias, Cavite"
"Casa Leon-Events Place and Resort","Blk-3, Lot-31, City View Subd, Piela Bridge, Brgy. Sampaloc 3, Dasmariñas, 4114 Cavite, Philippines","14.282333099999999","120.9792346","4.8","17","OPERATIONAL","travel_agency",,"0945 835 7491","https://maps.google.com/?cid=15262617983460993099&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA","ChIJebLQWzDVlzMRS2iu7jC2z9M","wedding venue @ Dasmariñas, Cavite | events place @ Dasmariñas, Cavite"
"CASA GATCHALIAN LAKEHOUSE","San Nicolas, 4207 Batangas, Philippines","13.9256462","120.95633409999999","4","17","OPERATIONAL","restaurant",,"(043) 757 7282","https://maps.google.com/?cid=8157111364958259649&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA","ChIJOSOjQ3QLvTMRwYmjdZHhM3E","events place @ Laurel, Batangas"
"Casablanca Batangas City","Casablanca, Batangas City, 4200 Batangas, Philippines","13.7526663","121.0702238","4.6","17","OPERATIONAL","event_venue",,"(043) 706 2074","https://maps.google.com/?cid=6105528066722711770&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA","ChIJh1uz3zcFvTMR2kgvn20xu1Q","wedding venue @ Batangas City, Batangas | events place @ Batangas City, Batangas | wedding reception venue @ Batangas City, Batangas | garden events venue @ Batangas City, Batangas"
"Elyo’s Place","Dumuclay Rd, Batangas City, Batangas, Philippines","13.7430647","121.08907359999999","4.7","17","OPERATIONAL","event_venue","https://web.facebook.com/elyosplacebatangas/","0925 741 4087","https://maps.google.com/?cid=10397850631649670930&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA","ChIJKegcyRQbvTMRErcMLw-WTJA","wedding venue @ Batangas City, Batangas | events place @ Batangas City, Batangas | wedding reception venue @ Batangas City, Batangas | garden events venue @ Batangas City, Batangas"
"Villa Maura","139, Batangas City, Batangas, Philippines","13.809493699999999","121.05935069999998","4.1","17","OPERATIONAL","event_venue",,,"https://maps.google.com/?cid=15603114148287784769&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA","ChIJ-aDWOLoPvTMRQaeQJqZlidg","wedding venue @ Batangas City, Batangas | events place @ Batangas City, Batangas | wedding reception venue @ Batangas City, Batangas | garden events venue @ Batangas City, Batangas"
"Victoria's Garden and Event Center","Purok 3, Cuenca, 4222 Batangas, Philippines","13.9306422","121.06820940000001","4.7","17","OPERATIONAL","resort_hotel","https://web.facebook.com/victoria1028.cafeandeventcenter","0915 103 6388","https://maps.google.com/?cid=9591697484434531943&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA","ChIJh-wfz_kNvTMRZ2a6CAuOHIU","garden events venue @ Batangas City, Batangas"
"Ciasan's Function Hall","TBC Road, San Pablo City, 4000 Laguna, Philippines","14.0637527","121.31281919999998","4.6","17","OPERATIONAL","food","https://www.facebook.com/ciasansep","0946 084 6917","https://maps.google.com/?cid=14596882319404500999&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA","ChIJBceAFXpDvTMRBwhJxCGLkso","wedding venue @ San Pablo, Laguna | events place @ San Pablo, Laguna | wedding reception venue @ San Pablo, Laguna"
"Alexa's Resort and Events Place","Bay, Laguna, Philippines","14.1673224","121.27371930000001","4.5","17","OPERATIONAL","event_venue",,"0998 408 4552","https://maps.google.com/?cid=16707507983159707373&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA","ChIJ9wuImxpevTMR7cY8kv393Oc","wedding reception venue @ San Pablo, Laguna | garden events venue @ San Pablo, Laguna | wedding venue @ Los Baños, Laguna | events place @ Los Baños, Laguna | wedding reception venue @ Los Baños, Laguna | garden events venue @ Los Baños, Laguna"
"Villa Aiden Events Place","J47H+QRH, Antipolo, 1900 Rizal, Philippines","14.614426199999997","121.129612","4.5","17","OPERATIONAL","service",,"0945 208 7763","https://maps.google.com/?cid=12941223868649267628&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA","ChIJa-mCQS-5lzMRrGGlAYt2mLM","wedding venue @ Antipolo, Rizal | events place @ Antipolo, Rizal | wedding reception venue @ Antipolo, Rizal"
"Toscana de Tanay","Makaira - Daraitan Road, Sampaloc, Tanay, Rizal, Philippines","14.5748631","121.4137522","4.6","17","OPERATIONAL","event_venue",,"0977 899 8555","https://maps.google.com/?cid=6556105075695964201&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA","ChIJRZ6zCUeTlzMRKVD-otT2-1o","wedding venue @ Tanay, Rizal | events place @ Tanay, Rizal | wedding reception venue @ Tanay, Rizal | garden events venue @ Tanay, Rizal"
"Casa Editha Tanay","Tanay - Sampaloc Rd, Tanay, Rizal, Philippines","14.5243229","121.33166349999999","5","17","OPERATIONAL","event_venue",,"0998 587 9678","https://maps.google.com/?cid=2715199690139761391&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA","ChIJY5PHPi_rlzMR7_oHgbtTriU","wedding venue @ Tanay, Rizal | events place @ Tanay, Rizal | wedding reception venue @ Tanay, Rizal"
"The MAVIS Place","4J3P+R5P, San Fernando, Pampanga, Philippines","15.1045222","120.63574039999999","4.5","17","OPERATIONAL","service",,,"https://maps.google.com/?cid=11710032927107044399&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA","ChIJXfWpKgDxljMRL9RXoOdkgqI","wedding venue @ San Fernando, Pampanga | events place @ San Fernando, Pampanga | wedding reception venue @ San Fernando, Pampanga | garden events venue @ San Fernando, Pampanga | wedding venue @ Angeles City, Pampanga | wedding reception venue @ Angeles City, Pampanga | garden events venue @ Angeles City, Pampanga | wedding venue @ Clark Freeport Zone, Pampanga | wedding reception venue @ Clark Freeport Zone, Pampanga | garden events venue @ Clark Freeport Zone, Pampanga"
"Nuan Hall, Nuan Farm &, Resort","XMX4+P7V, Bacolor, Pampanga, Philippines","14.999369399999999","120.65568489999998","4.8","17","OPERATIONAL","banquet_hall",,,"https://maps.google.com/?cid=2960004532756352911&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA","ChIJyb35FMn3ljMRjw99lHAMFCk","wedding venue @ San Fernando, Pampanga | wedding reception venue @ San Fernando, Pampanga | garden events venue @ San Fernando, Pampanga | wedding reception venue @ Clark Freeport Zone, Pampanga"
"Angel's Garden","La Trinidad, Benguet, Philippines","16.441720399999998","120.5757783","4.4","17","OPERATIONAL","coffee_shop","https://www.facebook.com/angelsgardenltb","0910 450 2435","https://maps.google.com/?cid=2179580459089835359&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA","ChIJGZeUZs2jkTMRX7VuL-FsPx4","wedding venue @ Baguio City, Benguet | wedding reception venue @ Baguio City, Benguet | garden events venue @ Baguio City, Benguet"
"Prayer Mountain","CJGF+RPG Asia Pacific Theological Seminary, Ambuklao Rd, Baguio, Benguet, Philippines","16.427070399999998","120.6243217","4.6","17","OPERATIONAL","garden",,,"https://maps.google.com/?cid=2511251363033295635&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA","ChIJ31rcJAakkTMRE6tQO8_B2SI","wedding venue @ Baguio City, Benguet | wedding reception venue @ Baguio City, Benguet | garden events venue @ Baguio City, Benguet"
"La Casa De Don, Private Pool","Zone 2, Villa Salvacion, Canaman, 4402 Camarines Sur, Philippines","13.6451423","123.18301349999999","3.9","17","OPERATIONAL","service","https://www.facebook.com/LaCasadeDon/","0939 821 9331","https://maps.google.com/?cid=8800774189555346369&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA","ChIJ34aDG6LzoTMRwWvfNH-hIno","wedding venue @ Naga City, Camarines Sur | wedding reception venue @ Naga City, Camarines Sur"
"Caceres Events Place","Real Street, Barangay 3, Malilipot, 4510 Albay, Philippines","13.316564","123.742331","4.4","17","OPERATIONAL","resort_hotel","https://www.facebook.com/CaceresEventsPlace/","0935 818 5148","https://maps.google.com/?cid=1913327692893941728&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA","ChIJ9YFLZUGroTMR4G_cQWaBjRo","wedding reception venue @ Legazpi City, Albay"
"Jayraldine's Catering Service","518 V Rama Ave, Cebu City, 6000 Cebu, Philippines","10.3058049","123.88555989999998","4.2","17","OPERATIONAL","event_venue",,,"https://maps.google.com/?cid=1029304872029529415&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA","ChIJ8WaUGJiZqTMRRyXm3lPTSA4","events place @ Cebu City, Cebu | wedding reception venue @ Cebu City, Cebu"
"The Terraces","8W94+G9M, Biliran Rd, Cebu City, 6000 Cebu, Philippines","10.3188399","123.90592570000001","4.4","17","OPERATIONAL","park",,,"https://maps.google.com/?cid=6838138748463433666&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA","ChIJ0YRqVz6ZqTMRwkf_Mvby5V4","events place @ Cebu City, Cebu"
"New Coast Convention Center","XWPC+GHX, Malay, Aklan, Philippines","11.9863722","121.9214849","4.8","17","OPERATIONAL","community_center",,,"https://maps.google.com/?cid=11251258647730138349&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA","ChIJvRPTJAY9pTMR7Sz_3SCAJJw","events place @ Boracay, Malay, Aklan | wedding reception venue @ Boracay, Malay, Aklan | garden events venue @ Boracay, Malay, Aklan"
